SaleID,SaleDate,TicketNo,StockCode,ProductGroup,OutletID,CardID,Order Quantity,Revenue,CreateTimestamp,UpdateTimestamp,Month,WeekNo
4362,10-Feb-19,103427,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,February,7
4397,12-Feb-19,103511,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,February,7
4512,16-Feb-19,103756,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,February,7
4599,19-Feb-19,103965,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,February,8
4652,20-Feb-19,104079,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,February,8
4700,21-Feb-19,104168,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,February,8
5417,12-Dec-18,99317,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,December,50
6099,01-Jun-17,85246,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,June,22
7306,12-Jul-18,90644,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,July,28
7520,30-Jul-18,90961,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,July,31
8439,09-Aug-18,91584,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,August,32
8501,19-Jun-19,112921,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,June,25
8550,20-Jun-19,113016,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,June,25
8608,22-Jun-19,113149,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,June,25
8660,23-Jun-19,113241,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,June,26
8681,24-Jun-19,113294,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,June,26
8688,24-Jun-19,113309,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,June,26
8847,28-Jun-19,113620,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,June,26
8978,04-Jul-19,113898,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,July,27
9104,16-Jul-19,114279,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,July,29
9193,23-Jul-19,114514,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,July,30
9275,30-Jul-19,114735,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,July,31
9277,31-Jul-19,114743,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,July,31
13260,01-May-18,89515,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,May,18
17348,01-Sep-18,92957,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,September,35
17385,02-Sep-18,93043,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,September,36
17525,08-Sep-18,93322,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,September,36
17801,19-Sep-18,93948,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,September,38
17830,19-Sep-18,93995,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,September,38
17883,21-Sep-18,94107,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,September,38
17954,24-Sep-18,94251,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,September,39
18040,28-Sep-18,94463,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,September,39
21033,05-Oct-18,94935,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,October,40
21183,10-Oct-18,95279,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,October,41
21489,25-Dec-18,100171,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,December,52
21585,28-Dec-18,100368,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,December,52
22379,01-Sep-17,86402,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,September,35
23369,16-Nov-18,97436,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,November,46
23471,19-Nov-18,97636,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,November,47
23514,21-Nov-18,97734,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,November,47
23566,23-Nov-18,97845,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,November,47
23745,29-Nov-18,98214,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,November,48
25048,09-Jan-19,101205,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,January,2
25140,12-Jan-19,101392,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,January,2
31091,28-Mar-19,106573,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,March,13
31838,10-Apr-19,107529,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,April,15
32006,15-Apr-19,107888,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,April,16
32103,18-Apr-19,108086,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,April,16
32395,27-Apr-19,108710,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,April,17
32854,21-Oct-18,95828,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,October,43
32926,23-Oct-18,95965,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,October,43
33454,01-Nov-18,96494,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,November,44
33702,01-Nov-18,96620,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,November,44
33736,03-Nov-18,96704,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,November,44
33741,03-Nov-18,96715,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,November,44
35005,05-Jun-19,111843,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,June,23
35148,08-Jun-19,112064,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,June,23
35233,10-Jun-19,112235,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,June,24
36452,09-May-19,109785,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,May,19
36484,10-May-19,109847,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,May,19
36491,10-May-19,109866,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,May,19
36516,11-May-19,109913,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,May,19
36673,15-May-19,110244,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,May,20
36813,20-May-19,110547,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,May,21
36916,23-May-19,110758,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,May,21
40615,07-Mar-19,105212,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,March,10
40617,07-Mar-19,105213,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,March,10
40646,08-Mar-19,105275,CP0170,C,6,3,1,7,11/08/2022 15:08,11/08/2022 15:08,March,10
94,25-Aug-18,92421,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,August,34
208,29-Aug-18,92643,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,August,35
485,13-Mar-19,105610,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,March,11
513,14-Mar-19,105673,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,March,11
592,17-Mar-19,105869,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,March,12
710,21-Mar-19,106133,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,March,12
4027,01-Feb-19,102779,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,February,5
4280,08-Feb-19,103252,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,February,6
4314,09-Feb-19,103317,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,February,6
4427,13-Feb-19,103561,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,February,7
4777,24-Feb-19,104333,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,February,9
4943,01-Dec-18,98468,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,December,48
5030,01-Dec-18,98527,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,December,48
5362,11-Dec-18,99216,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,December,50
5388,12-Dec-18,99264,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,December,50
7484,27-Jul-18,90905,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,July,30
7530,31-Jul-18,90979,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,July,31
8645,23-Jun-19,113210,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,June,26
8817,27-Jun-19,113557,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,June,26
8951,02-Jul-19,113846,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,July,27
9006,07-Jul-19,113990,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,July,28
9198,23-Jul-19,114522,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,July,30
9251,28-Jul-19,114675,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,July,31
11363,28-Feb-19,104537,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,February,9
17547,08-Sep-18,93368,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,September,36
17567,09-Sep-18,93416,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,September,37
17674,14-Sep-18,93655,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,September,37
17687,14-Sep-18,93690,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,September,37
17771,18-Sep-18,93905,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,September,38
17813,19-Sep-18,93972,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,September,38
17942,23-Sep-18,94226,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,September,39
18515,03-Oct-18,94848,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,October,40
18524,09-Aug-18,91616,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,August,32
18582,12-Aug-18,91753,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,August,33
18646,15-Aug-18,91910,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,August,33
18767,20-Aug-18,92162,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,August,34
21052,05-Oct-18,94969,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,October,40
21167,09-Oct-18,95226,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,October,41
21168,09-Oct-18,95228,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,October,41
21314,20-Dec-18,99825,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,December,51
23214,10-Nov-18,97094,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,November,45
23301,13-Nov-18,97279,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,November,46
23348,15-Nov-18,97388,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,November,46
23422,18-Nov-18,97543,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,November,47
23446,18-Nov-18,97592,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,November,47
23452,19-Nov-18,97598,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,November,47
23751,29-Nov-18,98227,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,November,48
25204,14-Jan-19,101534,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,January,3
31040,27-Mar-19,106487,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,March,13
31157,30-Mar-19,106711,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,March,13
31583,02-Apr-19,106969,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,April,14
31641,03-Apr-19,107108,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,April,14
31708,06-Apr-19,107268,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,April,14
31790,08-Apr-19,107430,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,April,15
31924,13-Apr-19,107732,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,April,15
32105,18-Apr-19,108088,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,April,16
32115,19-Apr-19,108105,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,April,16
32491,30-Apr-19,108885,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,April,18
32677,13-Oct-18,95417,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,October,41
33050,29-Oct-18,96240,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,October,44
33104,31-Oct-18,96353,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,October,44
33130,31-Oct-18,96394,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,October,44
33823,06-Nov-18,96895,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,November,45
34135,25-May-19,110938,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,May,21
34274,29-May-19,111218,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,May,22
34289,30-May-19,111259,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,May,22
34326,31-May-19,111328,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,May,22
34999,05-Jun-19,111838,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,June,23
35027,06-Jun-19,111875,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,June,23
35409,15-Jun-19,112580,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,June,24
36399,07-May-19,109661,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,May,19
36438,09-May-19,109746,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,May,19
36574,12-May-19,110009,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,May,20
36666,15-May-19,110226,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,May,20
36855,21-May-19,110619,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,May,21
36859,21-May-19,110635,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,May,21
40538,04-Mar-19,105051,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,March,10
40607,07-Mar-19,105194,CP0170,C,7,4,1,7,11/08/2022 15:08,11/08/2022 15:08,March,10
562,16-Mar-19,105811,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,March,11
643,19-Mar-19,105998,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,March,12
711,21-Mar-19,106139,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,March,12
3301,20-Jan-19,101892,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,January,4
3488,27-Jan-19,102312,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,January,5
3612,31-Jan-19,102575,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,January,5
4138,03-Feb-19,102974,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,February,6
4157,04-Feb-19,103008,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,February,6
4402,12-Feb-19,103519,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,February,7
4643,20-Feb-19,104065,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,February,8
4811,26-Feb-19,104399,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,February,9
5067,02-Dec-18,98596,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,December,49
5120,04-Dec-18,98690,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,December,49
5452,13-Dec-18,99406,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,December,50
5488,14-Dec-18,99465,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,December,50
5520,15-Dec-18,99550,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,December,50
7248,08-Jul-18,90556,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,July,28
7515,30-Jul-18,90954,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,July,31
8423,08-Aug-18,91560,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,August,32
8529,20-Jun-19,112984,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,June,25
8615,22-Jun-19,113160,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,June,25
8872,29-Jun-19,113681,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,June,26
8973,03-Jul-19,113882,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,July,27
11308,26-Feb-19,104434,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,February,9
11367,28-Feb-19,104538,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,February,9
11791,01-Mar-19,104836,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,March,9
17422,04-Sep-18,93141,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,September,36
17608,11-Sep-18,93509,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,September,37
17746,17-Sep-18,93840,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,September,38
17982,26-Sep-18,94332,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,September,39
18600,13-Aug-18,91784,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,August,33
21036,05-Oct-18,94943,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,October,40
21125,08-Oct-18,95137,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,October,41
21196,11-Oct-18,95296,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,October,41
21531,26-Dec-18,100241,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,December,52
23274,12-Nov-18,97216,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,November,46
23559,22-Nov-18,97817,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,November,47
23719,28-Nov-18,98165,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,November,48
24967,06-Jan-19,100999,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,January,2
25223,15-Jan-19,101586,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,January,3
31025,26-Mar-19,106453,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,March,13
31115,28-Mar-19,106605,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,March,13
31569,01-Apr-19,106944,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,April,14
31710,06-Apr-19,107273,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,April,14
31890,12-Apr-19,107650,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,April,15
31933,13-Apr-19,107746,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,April,15
32332,25-Apr-19,108580,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,April,17
32413,28-Apr-19,108762,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,April,18
32496,30-Apr-19,108891,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,April,18
32713,15-Oct-18,95501,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,October,42
32740,16-Oct-18,95578,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,October,42
32865,21-Oct-18,95854,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,October,43
33025,27-Oct-18,96174,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,October,43
33728,02-Nov-18,96686,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,November,44
33732,03-Nov-18,96694,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,November,44
34193,27-May-19,111061,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,May,22
34279,30-May-19,111228,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,May,22
34938,03-Jun-19,111674,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,June,23
34952,03-Jun-19,111721,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,June,23
35144,08-Jun-19,112056,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,June,23
35340,13-Jun-19,112448,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,June,24
35400,14-Jun-19,112560,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,June,24
35422,15-Jun-19,112610,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,June,24
35436,15-Jun-19,112637,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,June,24
35456,16-Jun-19,112677,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,June,25
35484,17-Jun-19,112732,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,June,25
36255,04-May-19,109370,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,May,18
36450,09-May-19,109779,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,May,19
36789,19-May-19,110493,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,May,21
36851,21-May-19,110611,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,May,21
36882,21-May-19,110673,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,May,21
36975,25-May-19,110883,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,May,21
40584,06-Mar-19,105149,CP0170,C,7,3,1,7,11/08/2022 15:08,11/08/2022 15:08,March,10
49,23-Aug-18,92306,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,August,34
211,29-Aug-18,92650,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,August,35
621,18-Mar-19,105936,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,March,12
661,19-Mar-19,106020,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,March,12
715,21-Mar-19,106143,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,March,12
3209,16-Jan-19,101677,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,January,3
3335,21-Jan-19,101968,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,January,4
3356,22-Jan-19,102031,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,January,4
3404,24-Jan-19,102127,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,January,4
4068,02-Feb-19,102878,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,February,5
4215,06-Feb-19,103140,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,February,6
4278,08-Feb-19,103251,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,February,6
4451,14-Feb-19,103605,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,February,7
5135,04-Dec-18,98731,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,December,49
8320,03-Aug-18,91308,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,August,31
8854,28-Jun-19,113627,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,June,26
8874,29-Jun-19,113684,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,June,26
8889,29-Jun-19,113713,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,June,26
9148,19-Jul-19,114394,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,July,29
17371,02-Sep-18,93018,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,September,36
17564,09-Sep-18,93399,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,September,37
18479,02-Oct-18,94777,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,October,40
18585,12-Aug-18,91759,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,August,33
18673,16-Aug-18,91974,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,August,33
18746,19-Aug-18,92129,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,August,34
21013,04-Oct-18,94889,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,October,40
21240,12-Oct-18,95379,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,October,41
21258,18-Dec-18,99726,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,December,51
21332,20-Dec-18,99857,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,December,51
21333,20-Dec-18,99859,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,December,51
21487,25-Dec-18,100164,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,December,52
21517,26-Dec-18,100214,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,December,52
21568,27-Dec-18,100332,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,December,52
21621,29-Dec-18,100435,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,December,52
21984,01-Jan-19,100723,CP0170,C,7,2,1,7,11/08/2022 15:08,11/08/2022 15:08,January,1
